epoch,step,train_metric_loss
3,1319,0.2184962034225464
3,1329,0.17702580988407135
3,1339,0.2821146547794342
4,1349,0.17656613886356354
4,1359,0.17255833745002747
4,1369,0.18756447732448578
4,1379,0.14261241257190704
4,1389,0.31535786390304565
4,1399,0.2810598611831665
4,1409,0.2098907083272934
4,1419,0.6190813183784485
4,1429,1.893762469291687
4,1439,0.21911168098449707
4,1449,2.381409168243408
4,1459,0.18914906680583954
4,1469,1.101222038269043
4,1479,2.278838634490967
4,1489,0.1792382150888443
4,1499,0.20756284892559052
4,1509,1.052175521850586
4,1519,0.1767791211605072
4,1529,0.6126632690429688
4,1539,0.1525234431028366
4,1549,0.15338189899921417
4,1559,0.603507399559021
4,1569,4.263274192810059
4,1579,0.20940378308296204
4,1589,0.7775503993034363
4,1599,0.34417617321014404
4,1609,0.32827481627464294
4,1619,0.3340960443019867
4,1629,0.16725373268127441
4,1639,1.1535766124725342
4,1649,0.4079827666282654
4,1659,0.14524731040000916
4,1669,0.152652770280838
4,1679,0.8910725116729736
5,1689,0.2087172567844391
5,1699,0.16322574019432068
5,1709,1.840660572052002
5,1719,0.8142183423042297
5,1729,0.9385331869125366
5,1739,0.8157764673233032
5,1749,0.9609472751617432
5,1759,0.4356194734573364
5,1769,0.4738360345363617
5,1779,0.4757983684539795
5,1789,0.6831917762756348
5,1799,0.16567362844944
5,1809,0.48599523305892944
5,1819,0.4855126142501831
5,1829,0.14498434960842133
5,1839,0.31294962763786316
5,1849,0.18125294148921967
5,1859,1.771201729774475
5,1869,0.1693868339061737
5,1879,0.15045426785945892
5,1889,0.5744779706001282
5,1899,0.7592958211898804
5,1909,0.572195291519165
5,1919,1.030829906463623
5,1929,0.16328118741512299
5,1939,0.16182008385658264
5,1949,0.16266538202762604
5,1959,0.6123197078704834
5,1969,0.16996029019355774
5,1979,0.24202515184879303
5,1989,0.16376593708992004
5,1999,0.15969444811344147
5,2009,0.17482729256153107
5,2019,0.2580380439758301
6,2029,0.19264231622219086
6,2039,0.16229498386383057
6,2049,0.1467546671628952
6,2059,0.2588702440261841
6,2069,0.13500452041625977
6,2079,0.994613766670227
6,2089,0.16209276020526886
6,2099,0.12861847877502441
6,2109,0.143442764878273
6,2119,0.1691390424966812
6,2129,1.3607513904571533
6,2139,0.34310558438301086
6,2149,0.3921108841896057
6,2159,0.15750077366828918
6,2169,0.19760915637016296
6,2179,0.5799561738967896
6,2189,0.9470592737197876
6,2199,0.15650177001953125
6,2209,0.18595388531684875
6,2219,0.4643736481666565
6,2229,0.12101705372333527
6,2239,0.21108844876289368
6,2249,0.4163508415222168
6,2259,0.15883179008960724
6,2269,2.7395105361938477
6,2279,0.15957121551036835
6,2289,1.387435793876648
6,2299,2.0278196334838867
6,2309,0.15293340384960175
6,2319,1.174008846282959
6,2329,0.19563862681388855
6,2339,0.1471041440963745
6,2349,0.14537693560123444
7,2359,1.0029067993164062
7,2369,0.24232378602027893
7,2379,0.1616443693637848
7,2389,0.155488058924675
7,2399,0.14862674474716187
7,2409,1.82578706741333
7,2419,0.13337528705596924
7,2429,0.14162850379943848
7,2439,0.15300393104553223
7,2449,0.12743254005908966
7,2459,0.14897911250591278
7,2469,0.3324788510799408
7,2479,0.13523058593273163
7,2489,0.1260683685541153
7,2499,0.1380338817834854
7,2509,0.27378761768341064
7,2519,1.3126466274261475
7,2529,0.17250840365886688
7,2539,0.1501351147890091
7,2549,0.19996926188468933
7,2559,0.13920727372169495
7,2569,0.30620506405830383
7,2579,0.1624700427055359
7,2589,0.38247865438461304
7,2599,0.18950174748897552
7,2609,0.2512128949165344
7,2619,0.42525339126586914
7,2629,0.15973547101020813
7,2639,0.23533880710601807
7,2649,0.29896682500839233
7,2659,0.14694133400917053
7,2669,0.1393173187971115
7,2679,0.15291963517665863
7,2689,0.29670244455337524
8,2699,0.45619094371795654
8,2709,0.9147889018058777
8,2719,0.14449594914913177
8,2729,0.4577321410179138
8,2739,0.15628166496753693
8,2749,0.16450661420822144
8,2759,0.2104269117116928
8,2769,0.48887133598327637
8,2779,0.14151160418987274
8,2789,1.3363810777664185
8,2799,0.12502628564834595
8,2809,0.2119264453649521
8,2819,0.3745266795158386
8,2829,0.2052404284477234
8,2839,0.14532965421676636
8,2849,2.33412504196167
8,2859,1.4482107162475586
8,2869,0.3634328246116638
8,2879,0.17924708127975464
8,2889,0.1628514528274536
8,2899,0.14742422103881836
8,2909,0.7243595719337463
8,2919,0.12099560350179672
8,2929,0.16411806643009186
8,2939,0.15540580451488495
8,2949,0.3778863549232483
8,2959,0.1512746810913086
8,2969,0.36659306287765503
8,2979,0.13157851994037628
8,2989,2.4203333854675293
8,2999,0.4021816849708557
8,3009,1.7496739625930786
8,3019,0.18300917744636536
8,3029,0.20917679369449615
9,3039,0.1963055431842804
9,3049,1.5534265041351318
9,3059,0.14550209045410156
9,3069,0.1652894914150238
9,3079,1.3931150436401367
9,3089,0.13541029393672943
9,3099,0.12631215155124664
9,3109,0.3087974786758423
9,3119,0.2736513614654541
9,3129,1.383352518081665
9,3139,0.8485751152038574
9,3149,0.5710335373878479
9,3159,0.13305644690990448
9,3169,0.20533892512321472
9,3179,0.1442500352859497
9,3189,0.1468045711517334
9,3199,0.2019997090101242
9,3209,0.4857351779937744
9,3219,2.8793442249298096
9,3229,0.193130761384964
9,3239,0.14678683876991272
9,3249,0.1345755159854889
9,3259,0.175123929977417
9,3269,0.1355208307504654
9,3279,0.7130863666534424
9,3289,0.2681354582309723
9,3299,0.5136275291442871
9,3309,0.40571311116218567
9,3319,0.1547999382019043
9,3329,0.2349725067615509
9,3339,0.18294915556907654
9,3349,1.3077069520950317
9,3359,0.1664450764656067
9,3369,0.14979681372642517
10,3379,0.2533916234970093
10,3389,0.5857210755348206
10,3399,0.13737040758132935
10,3409,0.1279357373714447
10,3419,0.14090794324874878
10,3429,2.713778018951416
10,3439,0.1311590075492859
10,3449,0.12888270616531372
10,3459,0.15012682974338531
10,3469,0.16178499162197113
10,3479,0.1619090884923935
10,3489,2.2751078605651855
10,3499,1.0327730178833008
10,3509,0.1357109248638153
10,3519,1.9200997352600098
10,3529,0.13511355221271515
10,3539,1.6771574020385742
10,3549,0.23811715841293335
10,3559,0.3056516647338867
10,3569,1.8401093482971191
10,3579,0.159726083278656
10,3589,0.12958040833473206
10,3599,0.16421496868133545
10,3609,0.12475968897342682
10,3619,1.02663254737854
10,3629,0.2092890441417694
10,3639,0.14843694865703583
10,3649,0.14768850803375244
10,3659,2.0666472911834717
10,3669,0.4647427499294281
10,3679,2.1793994903564453
10,3689,2.2176356315612793
10,3699,1.0560672283172607
11,3709,0.20056357979774475
11,3719,0.36556103825569153
11,3729,0.19434815645217896
11,3739,0.12795531749725342
11,3749,0.17862367630004883
11,3759,0.17384116351604462
11,3769,0.12409146130084991
11,3779,0.13386712968349457
11,3789,0.14264316856861115
11,3799,0.13746607303619385
11,3809,0.18372473120689392
11,3819,0.1668718010187149
11,3829,0.1921263188123703
11,3839,0.1380205750465393
11,3849,1.9973087310791016
11,3859,0.14334557950496674
11,3869,0.13261409103870392
11,3879,0.19031596183776855
11,3889,0.14022624492645264
11,3899,0.28025591373443604
11,3909,0.45928213000297546
11,3919,0.11931072920560837
11,3929,0.17586208879947662
11,3939,1.2742589712142944
11,3949,0.14428633451461792
11,3959,0.292644739151001
11,3969,0.16112852096557617
11,3979,0.12572310864925385
11,3989,0.12495890259742737
11,3999,1.4893296957015991
11,4009,0.15690858662128448
11,4019,0.12879791855812073
11,4029,1.6004745960235596
11,4039,0.2547309696674347
12,4049,1.6829442977905273
12,4059,4.0208892822265625
12,4069,0.14746420085430145
12,4079,0.4148193597793579
12,4089,2.7103443145751953
12,4099,0.15844811499118805
12,4109,0.14431099593639374
12,4119,0.11709034442901611
12,4129,0.49413001537323
12,4139,0.1566280573606491
12,4149,2.132997512817383
12,4159,0.23301813006401062
12,4169,0.4223765730857849
12,4179,0.1446387618780136
12,4189,0.5078290700912476
12,4199,0.7997651100158691
12,4209,1.508485198020935
12,4219,0.1750110685825348
12,4229,0.11993135511875153
12,4239,0.16368858516216278
12,4249,0.5853136777877808
12,4259,0.14316695928573608
12,4269,0.14053471386432648
12,4279,0.13569068908691406
12,4289,0.8884756565093994
12,4299,0.19936472177505493
12,4309,2.0398454666137695
12,4319,0.7931110858917236
12,4329,0.4745575785636902
12,4339,0.14343160390853882
12,4349,0.13388937711715698
12,4359,0.1307356357574463
12,4369,0.1678980141878128
12,4379,2.8789825439453125
13,4389,0.8941078782081604
13,4399,1.950568675994873
13,4409,0.44762909412384033
13,4419,0.12058938294649124
13,4429,0.14261893928050995
13,4439,0.18018367886543274
13,4449,1.7270169258117676
13,4459,0.19581395387649536
13,4469,0.14503167569637299
13,4479,0.2540428042411804
13,4489,0.13829857110977173
13,4499,0.14718379080295563
13,4509,0.1607365608215332
13,4519,0.16357719898223877
13,4529,0.14775292575359344
13,4539,0.18313026428222656
13,4549,0.16130225360393524
13,4559,0.47741276025772095
13,4569,0.12755762040615082
13,4579,0.15357446670532227
13,4589,0.14332342147827148
13,4599,0.17085732519626617
13,4609,0.1522621065378189
13,4619,0.1335565149784088
13,4629,1.8200093507766724
13,4639,0.8246841430664062
13,4649,0.13433806598186493
13,4659,0.1239078938961029
13,4669,0.14094966650009155
13,4679,0.12649182975292206
13,4689,1.642633080482483
13,4699,0.12863510847091675
13,4709,0.12406951189041138
14,4719,0.14519283175468445
14,4729,0.7055054306983948
14,4739,0.14439281821250916
14,4749,0.12396109849214554
14,4759,0.1706482619047165
14,4769,0.19073843955993652
14,4779,0.13455016911029816
14,4789,0.15234264731407166
14,4799,0.12735392153263092
14,4809,0.3548254072666168
14,4819,0.14889946579933167
14,4829,1.9752202033996582
14,4839,1.9219605922698975
14,4849,0.29699471592903137
14,4859,0.16233977675437927
14,4869,0.6181277632713318
14,4879,0.1496967077255249
14,4889,1.210518717765808
14,4899,0.13245029747486115
14,4909,0.34265846014022827
14,4919,0.17662915587425232
14,4929,0.3904082179069519
14,4939,2.2059662342071533
14,4949,0.23324225842952728
14,4959,0.4512866139411926
14,4969,0.8348889350891113
14,4979,2.3033971786499023
14,4989,0.23601660132408142
14,4999,0.7034298181533813
14,5009,0.26992863416671753
14,5019,0.14246727526187897
14,5029,1.744492530822754
14,5039,0.15682899951934814
14,5049,0.1574918031692505
15,5059,1.267606496810913
15,5069,0.7014928460121155
15,5079,0.13503460586071014
15,5089,2.012693405151367
15,5099,0.16655418276786804
15,5109,0.12490706145763397
15,5119,1.0789663791656494
15,5129,2.8302652835845947
15,5139,0.23132199048995972
15,5149,0.1482742726802826
15,5159,0.1954614520072937
15,5169,0.2847868800163269
15,5179,0.21970653533935547
15,5189,0.45152050256729126
15,5199,0.1364406943321228
15,5209,0.13126936554908752
15,5219,0.2541327476501465
15,5229,0.13181988894939423
15,5239,1.7756142616271973
15,5249,0.1232532262802124
15,5259,1.8100247383117676
15,5269,0.1605120301246643
15,5279,0.12784942984580994
15,5289,0.15804173052310944
15,5299,0.25927233695983887
15,5309,0.12546266615390778
15,5319,0.1198948323726654
15,5329,2.2035319805145264
15,5339,1.0610156059265137
15,5349,0.16490931808948517
15,5359,0.12557482719421387
15,5369,0.13768614828586578
15,5379,0.20043238997459412
15,5389,1.5284852981567383
16,5399,0.13486233353614807
16,5409,0.4064967930316925
16,5419,0.13083580136299133
16,5429,0.12653788924217224
16,5439,0.11451804637908936
16,5449,0.12274264544248581
16,5459,0.13399702310562134
16,5469,0.11642985790967941
16,5479,0.47365930676460266
16,5489,0.5931574106216431
16,5499,1.3587195873260498
16,5509,0.10878479480743408
16,5519,1.2067930698394775
16,5529,0.12761588394641876
16,5539,0.22929342091083527
16,5549,0.13129335641860962
16,5559,0.14449439942836761
16,5569,0.11689754575490952
16,5579,0.1290360987186432
16,5589,0.12853869795799255
16,5599,0.17840531468391418
16,5609,0.14126983284950256
16,5619,0.17544730007648468
16,5629,0.5237038731575012
16,5639,0.17959633469581604
16,5649,0.16197696328163147
16,5659,0.15213574469089508
16,5669,0.21331489086151123
16,5679,0.7194315195083618
16,5689,0.26023346185684204
16,5699,0.5347267389297485
16,5709,0.7350555658340454
16,5719,0.13020792603492737
17,5729,0.9006240963935852
17,5739,0.13199472427368164
17,5749,0.13106603920459747
17,5759,3.183964729309082
17,5769,1.1337430477142334
17,5779,0.1281764656305313
17,5789,0.15486623346805573
17,5799,0.4254194498062134
17,5809,1.17474365234375
17,5819,0.5793247818946838
17,5829,2.120961904525757
17,5839,0.12198327481746674
17,5849,0.3774835169315338
17,5859,0.1477518230676651
17,5869,0.46954038739204407
17,5879,1.968838095664978
17,5889,0.12988361716270447
17,5899,0.5622394680976868
17,5909,0.14230680465698242
17,5919,0.1427081972360611
17,5929,1.337033987045288
17,5939,2.238241195678711
17,5949,0.7230819463729858
17,5959,0.16004139184951782
17,5969,4.358311653137207
17,5979,0.13387846946716309
17,5989,0.17970947921276093
17,5999,0.14467152953147888
17,6009,1.597453236579895
17,6019,0.4817529618740082
17,6029,0.14855718612670898
17,6039,1.7645230293273926
17,6049,0.20189040899276733
17,6059,0.13252156972885132
18,6069,0.702644944190979
18,6079,2.4623942375183105
18,6089,0.12095428258180618
18,6099,0.1623775213956833
18,6109,0.4926755726337433
18,6119,0.1252763867378235
18,6129,0.6835281848907471
18,6139,0.12285250425338745
18,6149,0.2267184853553772
18,6159,2.3913216590881348
18,6169,2.3599658012390137
18,6179,0.14797548949718475
18,6189,0.2501486837863922
18,6199,0.12720873951911926
18,6209,1.9720404148101807
18,6219,0.14288726449012756
18,6229,0.5300010442733765
18,6239,0.14758451282978058
18,6249,0.34214043617248535
18,6259,0.12773221731185913
18,6269,0.19204863905906677
18,6279,1.1390786170959473
18,6289,0.12654274702072144
18,6299,0.2032536268234253
18,6309,0.16400562226772308
18,6319,0.12514443695545197
18,6329,0.35565173625946045
18,6339,0.14605216681957245
18,6349,0.12356319278478622
18,6359,0.11575090140104294
18,6369,0.13832764327526093
18,6379,1.9968371391296387
18,6389,0.26719725131988525
18,6399,0.15850234031677246
19,6409,0.12652705609798431
19,6419,0.14110146462917328
19,6429,0.12730279564857483
19,6439,0.11998449265956879
19,6449,0.13547411561012268
19,6459,0.12942761182785034
19,6469,0.238499253988266
19,6479,0.1376078724861145
19,6489,0.1519525945186615
19,6499,0.12684902548789978
19,6509,0.13281716406345367
19,6519,0.17799112200737
19,6529,0.436636358499527
19,6539,0.44670915603637695
19,6549,1.1367137432098389
19,6559,0.12594355642795563
19,6569,0.2242710441350937
19,6579,0.7880899310112
19,6589,0.6395534873008728
19,6599,0.4109375476837158
19,6609,2.5052077770233154
19,6619,2.2063937187194824
19,6629,0.12942256033420563
19,6639,0.1392681896686554
19,6649,0.16081055998802185
19,6659,0.832293689250946
19,6669,0.14246992766857147
19,6679,0.15083415806293488
19,6689,0.12512998282909393
19,6699,0.1326303780078888
19,6709,0.5344407558441162
19,6719,0.58526611328125
19,6729,0.13678354024887085
19,6739,0.12597693502902985
